User ID,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20
72,mineral water,milk,chicken,oil,carrots,cereals,champagne,cottage cheese,pancakes,energy drink,white wine,,,,,,,,,
63,barbecue sauce,french fries,frozen smoothie,,,,,,,,,,,,,,,,,
50,shrimp,honey,ketchup,frozen smoothie,escalope,hot dogs,sparkling water,green tea,,,,,,,,,,,,
68,mineral water,cooking oil,chocolate,,,,,,,,,,,,,,,,,
80,ground beef,soup,avocado,olive oil,cake,chocolate bread,green tea,french fries,frozen smoothie,low fat yogurt,,,,,,,,,,
80,shrimp,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,
18,butter,,,,,,,,,,,,,,,,,,,
50,french fries,,,,,,,,,,,,,,,,,,,
65,frozen vegetables,escalope,,,,,,,,,,,,,,,,,,
49,green tea,,,,,,,,,,,,,,,,,,,
59,escalope,,,,,,,,,,,,,,,,,,,
41,herb & pepper,parmesan cheese,frozen smoothie,,,,,,,,,,,,,,,,,
13,tomatoes,chicken,,,,,,,,,,,,,,,,,,
5,ground beef,pepper,spaghetti,milk,vegetables mix,burger sauce,green beans,french fries,hot dogs,fresh bread,,,,,,,,,,
30,chocolate,herb & pepper,shrimp,mineral water,chicken,pancakes,eggs,cookies,fresh bread,green tea,,,,,,,,,,
12,chocolate,,,,,,,,,,,,,,,,,,,
43,light cream,,,,,,,,,,,,,,,,,,,
56,tomatoes,pancakes,,,,,,,,,,,,,,,,,,
6,mineral water,cake,frozen smoothie,cookies,yogurt cake,,,,,,,,,,,,,,,
16,turkey,mineral water,chocolate,yogurt cake,light mayo,,,,,,,,,,,,,,,
85,cookies,,,,,,,,,,,,,,,,,,,
40,mineral water,chicken,oil,chocolate,frozen smoothie,mint,,,,,,,,,,,,,,
76,cookies,,,,,,,,,,,,,,,,,,,
60,meatballs,yogurt cake,,,,,,,,,,,,,,,,,,
97,cooking oil,,,,,,,,,,,,,,,,,,,
71,mineral water,,,,,,,,,,,,,,,,,,,
12,cookies,pasta,,,,,,,,,,,,,,,,,,
30,hot dogs,,,,,,,,,,,,,,,,,,,
15,ground beef,pepper,olive oil,butter,green grapes,cooking oil,,,,,,,,,,,,,,
48,burgers,shrimp,spaghetti,avocado,milk,olive oil,french wine,chutney,honey,gums,cereals,chocolate,melons,hand protein bar,zucchini,,,,,
27,whole wheat rice,,,,,,,,,,,,,,,,,,,
5,spaghetti,avocado,brownies,,,,,,,,,,,,,,,,,
67,fresh tuna,spaghetti,mineral water,salmon,,,,,,,,,,,,,,,,
67,pancakes,cereals,chocolate,,,,,,,,,,,,,,,,,
54,burgers,tomatoes,pepper,corn,cereals,escalope,low fat yogurt,,,,,,,,,,,,,
21,ground beef,milk,frozen smoothie,,,,,,,,,,,,,,,,,
90,spaghetti,milk,,,,,,,,,,,,,,,,,,
6,shrimp,mineral water,energy drink,salt,magazines,,,,,,,,,,,,,,,
22,grated cheese,spinach,french fries,,,,,,,,,,,,,,,,,
63,spaghetti,mineral water,milk,corn,,,,,,,,,,,,,,,,
67,chocolate,grated cheese,herb & pepper,whole wheat pasta,almonds,oatmeal,green tea,,,,,,,,,,,,,
55,tomatoes,cooking oil,,,,,,,,,,,,,,,,,,
68,whole wheat pasta,strawberries,melons,low fat yogurt,,,,,,,,,,,,,,,,
71,mineral water,energy drink,,,,,,,,,,,,,,,,,,
8,chocolate,cookies,green tea,,,,,,,,,,,,,,,,,
51,grated cheese,pepper,cake,bramble,chocolate,,,,,,,,,,,,,,,
96,mineral water,french fries,,,,,,,,,,,,,,,,,,
10,grated cheese,frozen vegetables,whole wheat pasta,mineral water,milk,honey,oil,,,,,,,,,,,,,
23,cereals,pancakes,,,,,,,,,,,,,,,,,,
77,pickles,shrimp,milk,cake,french fries,brownies,green tea,,,,,,,,,,,,,
26,whole wheat rice,cooking oil,cottage cheese,zucchini,,,,,,,,,,,,,,,,
82,whole wheat pasta,avocado,olive oil,chocolate,french fries,frozen smoothie,champagne,,,,,,,,,,,,,
45,fresh tuna,mineral water,pancakes,cake,oil,extra dark chocolate,strawberries,gluten free bar,,,,,,,,,,,,
68,cake,cookies,green tea,,,,,,,,,,,,,,,,,
68,burgers,cake,,,,,,,,,,,,,,,,,,
41,mineral water,milk,cider,gums,extra dark chocolate,french fries,body spray,pancakes,energy drink,,,,,,,,,,,
79,escalope,,,,,,,,,,,,,,,,,,,
22,mineral water,whole wheat rice,,,,,,,,,,,,,,,,,,
23,burgers,ground beef,honey,blueberries,gums,french fries,fresh bread,,,,,,,,,,,,,
21,french fries,pancakes,gluten free bar,,,,,,,,,,,,,,,,,
51,fresh tuna,mineral water,avocado,fromage blanc,chocolate,french fries,frozen smoothie,pancakes,,,,,,,,,,,,
76,escalope,cookies,,,,,,,,,,,,,,,,,,
75,burgers,chocolate,spaghetti,mineral water,milk,chicken,whole wheat rice,french fries,,,,,,,,,,,,
96,burgers,ground beef,spaghetti,avocado,milk,olive oil,almonds,pancakes,honey,cake,chocolate,frozen smoothie,sparkling water,,,,,,,
62,burgers,eggs,champagne,,,,,,,,,,,,,,,,,
80,grated cheese,,,,,,,,,,,,,,,,,,,
87,ground beef,milk,energy bar,pancakes,honey,cereals,,,,,,,,,,,,,,
26,shrimp,mineral water,extra dark chocolate,green tea,,,,,,,,,,,,,,,,
71,spaghetti,,,,,,,,,,,,,,,,,,,
21,mineral water,french fries,,,,,,,,,,,,,,,,,,
7,milk,muffins,honey,whole weat flour,green tea,,,,,,,,,,,,,,,
27,butter,bacon,eggs,carrots,french fries,tomato juice,green tea,,,,,,,,,,,,,
84,shrimp,frozen vegetables,tomatoes,spaghetti,eggs,champagne,frozen smoothie,,,,,,,,,,,,,
41,shrimp,tomatoes,mineral water,chocolate,,,,,,,,,,,,,,,,
11,mineral water,meatballs,olive oil,muffins,whole wheat rice,yogurt cake,light mayo,salt,,,,,,,,,,,,
31,cookies,,,,,,,,,,,,,,,,,,,
100,eggs,chicken,whole weat flour,strawberries,low fat yogurt,,,,,,,,,,,,,,,
68,burgers,eggs,french fries,,,,,,,,,,,,,,,,,
50,nonfat milk,escalope,,,,,,,,,,,,,,,,,,
96,spaghetti,mineral water,extra dark chocolate,green tea,zucchini,,,,,,,,,,,,,,,
95,eggs,french fries,,,,,,,,,,,,,,,,,,
57,frozen vegetables,spaghetti,mineral water,salmon,cake,body spray,,,,,,,,,,,,,,
71,meatballs,french wine,,,,,,,,,,,,,,,,,,
89,cake,french fries,,,,,,,,,,,,,,,,,,
60,cider,frozen smoothie,,,,,,,,,,,,,,,,,,
2,eggs,whole weat flour,eggplant,strawberries,low fat yogurt,,,,,,,,,,,,,,,
33,turkey,pepper,light mayo,protein bar,,,,,,,,,,,,,,,,
47,turkey,tomatoes,low fat yogurt,,,,,,,,,,,,,,,,,
31,flax seed,cake,green tea,french fries,mushroom cream sauce,hot dogs,cottage cheese,brownies,,,,,,,,,,,,
19,eggs,cookies,,,,,,,,,,,,,,,,,,
41,turkey,mineral water,whole wheat rice,body spray,energy drink,green tea,,,,,,,,,,,,,,
18,eggs,escalope,,,,,,,,,,,,,,,,,,
39,eggs,honey,salt,green tea,,,,,,,,,,,,,,,,
57,spaghetti,mineral water,french fries,pancakes,,,,,,,,,,,,,,,,
97,green tea,,,,,,,,,,,,,,,,,,,
8,tomatoes,spaghetti,mineral water,milk,energy bar,spinach,eggs,frozen smoothie,,,,,,,,,,,,
81,shrimp,tomatoes,,,,,,,,,,,,,,,,,,
35,light cream,chocolate,pancakes,yogurt cake,,,,,,,,,,,,,,,,
41,turkey,eggs,,,,,,,,,,,,,,,,,,
2,french fries,,,,,,,,,,,,,,,,,,,
80,french fries,,,,,,,,,,,,,,,,,,,
27,ground beef,,,,,,,,,,,,,,,,,,,
64,grated cheese,mineral water,eggs,extra dark chocolate,yogurt cake,mayonnaise,low fat yogurt,,,,,,,,,,,,,
2,salmon,eggs,cake,,,,,,,,,,,,,,,,,
91,frozen vegetables,spaghetti,mineral water,vegetables mix,,,,,,,,,,,,,,,,
97,shrimp,mineral water,olive oil,eggs,cake,,,,,,,,,,,,,,,
8,turkey,herb & pepper,spaghetti,eggs,,,,,,,,,,,,,,,,
46,spaghetti,mineral water,eggs,burger sauce,cooking oil,french fries,brownies,,,,,,,,,,,,,
98,whole weat flour,cereals,honey,,,,,,,,,,,,,,,,,
68,turkey,burgers,spaghetti,pancakes,ketchup,eggplant,french fries,cottage cheese,green tea,,,,,,,,,,,
87,grated cheese,herb & pepper,spaghetti,french wine,chicken,eggs,whole wheat rice,fresh bread,,,,,,,,,,,,
98,burgers,fresh tuna,pickles,vegetables mix,hot dogs,cottage cheese,brownies,green tea,,,,,,,,,,,,
27,tomatoes,french fries,,,,,,,,,,,,,,,,,,
97,escalope,cookies,,,,,,,,,,,,,,,,,,
92,energy bar,,,,,,,,,,,,,,,,,,,
76,dessert wine,mineral water,milk,,,,,,,,,,,,,,,,,
63,turkey,pepper,black tea,honey,cake,bug spray,pancakes,low fat yogurt,green tea,,,,,,,,,,,
29,whole wheat pasta,pepper,olive oil,whole wheat rice,rice,pasta,white wine,,,,,,,,,,,,,
84,soup,french fries,,,,,,,,,,,,,,,,,,
88,burgers,mineral water,escalope,,,,,,,,,,,,,,,,,
91,pepper,mineral water,soup,milk,french wine,pancakes,chocolate,asparagus,,,,,,,,,,,,
83,french fries,,,,,,,,,,,,,,,,,,,
53,french fries,escalope,,,,,,,,,,,,,,,,,,
64,chocolate,shrimp,milk,butter,black tea,eggs,cooking oil,barbecue sauce,green tea,cauliflower,toothpaste,,,,,,,,,
74,chicken,,,,,,,,,,,,,,,,,,,
54,chocolate,frozen smoothie,,,,,,,,,,,,,,,,,,
14,pancakes,,,,,,,,,,,,,,,,,,,
36,chicken,honey,whole weat flour,cereals,green tea,energy drink,,,,,,,,,,,,,,
69,mineral water,french fries,cookies,shallot,low fat yogurt,,,,,,,,,,,,,,,
2,mineral water,pancakes,eggs,whole wheat rice,yogurt cake,green tea,,,,,,,,,,,,,,
91,frozen smoothie,,,,,,,,,,,,,,,,,,,
39,pepper,cider,,,,,,,,,,,,,,,,,,
88,frozen vegetables,spaghetti,milk,bacon,barbecue sauce,low fat yogurt,,,,,,,,,,,,,,
37,frozen vegetables,parmesan cheese,spaghetti,escalope,sparkling water,,,,,,,,,,,,,,,
13,cake,,,,,,,,,,,,,,,,,,,
22,red wine,gums,pet food,,,,,,,,,,,,,,,,,
11,turkey,,,,,,,,,,,,,,,,,,,
22,frozen vegetables,spaghetti,mineral water,soup,green grapes,eggs,cooking oil,oatmeal,,,,,,,,,,,,
40,chocolate,,,,,,,,,,,,,,,,,,,
2,eggs,champagne,,,,,,,,,,,,,,,,,,
18,frozen vegetables,spaghetti,,,,,,,,,,,,,,,,,,
90,grated cheese,herb & pepper,ground beef,mineral water,rice,cooking oil,oatmeal,chocolate,,,,,,,,,,,,
83,mineral water,,,,,,,,,,,,,,,,,,,
95,red wine,eggs,,,,,,,,,,,,,,,,,,
16,turkey,spinach,,,,,,,,,,,,,,,,,,
11,burgers,herb & pepper,shrimp,whole weat flour,green tea,,,,,,,,,,,,,,,
53,spaghetti,escalope,,,,,,,,,,,,,,,,,,
20,fresh tuna,pepper,spaghetti,whole wheat rice,cooking oil,,,,,,,,,,,,,,,
14,escalope,,,,,,,,,,,,,,,,,,,
36,tomatoes,french fries,body spray,yogurt cake,,,,,,,,,,,,,,,,
78,rice,burger sauce,french fries,frozen smoothie,sandwich,fresh bread,,,,,,,,,,,,,,
63,tomatoes,soup,green grapes,whole weat flour,,,,,,,,,,,,,,,,
14,grated cheese,avocado,french fries,green tea,,,,,,,,,,,,,,,,
80,turkey,burgers,spaghetti,french wine,eggs,,,,,,,,,,,,,,,
29,eggs,mashed potato,,,,,,,,,,,,,,,,,,
74,burgers,ham,spaghetti,soup,almonds,pancakes,eggs,cake,cereals,chocolate,french fries,low fat yogurt,green tea,,,,,,,
59,frozen vegetables,chicken,pancakes,,,,,,,,,,,,,,,,,
59,chocolate,red wine,spaghetti,,,,,,,,,,,,,,,,,
90,mineral water,milk,,,,,,,,,,,,,,,,,,
3,fresh tuna,,,,,,,,,,,,,,,,,,,
78,french fries,,,,,,,,,,,,,,,,,,,
36,chocolate,red wine,spaghetti,,,,,,,,,,,,,,,,,
78,cookies,,,,,,,,,,,,,,,,,,,
99,tomatoes,cake,,,,,,,,,,,,,,,,,,
65,frozen vegetables,tomatoes,mineral water,chicken,green grapes,eggs,chocolate,brownies,fresh bread,white wine,,,,,,,,,,
22,pancakes,eggs,,,,,,,,,,,,,,,,,,
83,ham,grated cheese,frozen vegetables,mineral water,soup,eggs,cereals,chocolate,french fries,,,,,,,,,,,
89,shrimp,babies food,,,,,,,,,,,,,,,,,,
36,burgers,shrimp,tomatoes,ground beef,tomato sauce,spaghetti,soup,milk,black tea,cereals,green tea,,,,,,,,,
96,eggs,tea,,,,,,,,,,,,,,,,,,
19,eggs,low fat yogurt,,,,,,,,,,,,,,,,,,
87,ham,frozen vegetables,energy bar,whole weat flour,green tea,,,,,,,,,,,,,,,
32,ground beef,tomato sauce,salmon,chocolate,green tea,,,,,,,,,,,,,,,
37,frozen vegetables,soda,chocolate,,,,,,,,,,,,,,,,,
71,shrimp,frozen vegetables,tomatoes,whole wheat pasta,chocolate,french fries,mushroom cream sauce,,,,,,,,,,,,,
62,mineral water,energy bar,vegetables mix,green grapes,,,,,,,,,,,,,,,,
82,cooking oil,fresh bread,,,,,,,,,,,,,,,,,,
93,red wine,mineral water,muffins,pancakes,honey,cake,cooking oil,whole weat flour,french fries,frozen smoothie,mushroom cream sauce,hot dogs,sparkling water,green tea,,,,,,
68,avocado,eggs,chocolate,energy drink,,,,,,,,,,,,,,,,
59,herb & pepper,olive oil,fresh bread,,,,,,,,,,,,,,,,,
5,spaghetti,energy bar,pancakes,whole wheat rice,cake,french fries,low fat yogurt,,,,,,,,,,,,,
23,frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate,,,,,,,,,,,,,,,
31,chocolate,herb & pepper,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,eggs,,,,,,,,,,,
40,whole wheat rice,frozen smoothie,low fat yogurt,green tea,,,,,,,,,,,,,,,,
98,burgers,red wine,mineral water,cake,green tea,,,,,,,,,,,,,,,
72,red wine,mineral water,soup,eggs,pet food,tomato juice,fresh bread,,,,,,,,,,,,,
31,grated cheese,ground beef,pepper,spaghetti,milk,pancakes,,,,,,,,,,,,,,
84,burgers,shrimp,frozen vegetables,tomatoes,light cream,extra dark chocolate,,,,,,,,,,,,,,
36,french fries,,,,,,,,,,,,,,,,,,,
37,whole weat flour,french fries,brownies,,,,,,,,,,,,,,,,,
46,cake,mint green tea,,,,,,,,,,,,,,,,,,
40,spaghetti,mineral water,cake,light cream,cooking oil,eggplant,cottage cheese,pancakes,,,,,,,,,,,,
58,ground beef,mineral water,milk,oatmeal,chocolate,french fries,escalope,yogurt cake,tomato juice,,,,,,,,,,,
100,olive oil,cake,eggplant,french fries,brownies,salt,fresh bread,,,,,,,,,,,,,
2,mineral water,french wine,green tea,,,,,,,,,,,,,,,,,
25,mineral water,olive oil,strong cheese,pancakes,clothes accessories,french fries,strawberries,,,,,,,,,,,,,
87,spaghetti,olive oil,,,,,,,,,,,,,,,,,,
39,grated cheese,ground beef,almonds,salmon,spinach,barbecue sauce,chocolate,frozen smoothie,fresh bread,green tea,,,,,,,,,,
20,tomatoes,pepper,mineral water,,,,,,,,,,,,,,,,,
66,escalope,,,,,,,,,,,,,,,,,,,
58,spaghetti,,,,,,,,,,,,,,,,,,,
59,mineral water,soup,milk,olive oil,green beans,french fries,green tea,,,,,,,,,,,,,
13,cake,french fries,,,,,,,,,,,,,,,,,,
81,burgers,whole wheat rice,ham,eggplant,,,,,,,,,,,,,,,,
67,burgers,dessert wine,strong cheese,french fries,,,,,,,,,,,,,,,,
97,hot dogs,,,,,,,,,,,,,,,,,,,
28,avocado,,,,,,,,,,,,,,,,,,,
33,grated cheese,red wine,tomato sauce,milk,french wine,whole wheat rice,whole weat flour,french fries,,,,,,,,,,,,
17,turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries,low fat yogurt,,,,,,,,,,,,
16,chocolate,,,,,,,,,,,,,,,,,,,
31,spaghetti,honey,cooking oil,cookies,mashed potato,,,,,,,,,,,,,,,
75,dessert wine,eggs,french fries,,,,,,,,,,,,,,,,,
96,turkey,burgers,french wine,french fries,green tea,,,,,,,,,,,,,,,
40,mineral water,soup,meatballs,energy bar,cottage cheese,brownies,shampoo,,,,,,,,,,,,,
13,turkey,chocolate,whole wheat rice,oil,,,,,,,,,,,,,,,,
18,ground beef,chocolate,escalope,,,,,,,,,,,,,,,,,
40,french fries,,,,,,,,,,,,,,,,,,,
79,chocolate,milk,olive oil,,,,,,,,,,,,,,,,,
25,cereals,chocolate,champagne,green tea,,,,,,,,,,,,,,,,
34,strawberries,,,,,,,,,,,,,,,,,,,
21,whole wheat pasta,ground beef,mineral water,olive oil,green tea,,,,,,,,,,,,,,,
12,spaghetti,,,,,,,,,,,,,,,,,,,
49,milk,eggs,,,,,,,,,,,,,,,,,,
15,frozen vegetables,spaghetti,mineral water,frozen smoothie,cottage cheese,green tea,,,,,,,,,,,,,,
53,mineral water,,,,,,,,,,,,,,,,,,,
91,soup,cookies,brownies,light mayo,,,,,,,,,,,,,,,,
90,mineral water,chocolate,french wine,champagne,,,,,,,,,,,,,,,,
41,chocolate,,,,,,,,,,,,,,,,,,,
82,french fries,pancakes,yogurt cake,,,,,,,,,,,,,,,,,
87,burgers,fresh tuna,shrimp,spaghetti,chocolate,french wine,chutney,pancakes,eggs,whole wheat rice,cooking oil,french fries,light mayo,,,,,,,
70,oil,frozen smoothie,,,,,,,,,,,,,,,,,,
72,red wine,mineral water,olive oil,,,,,,,,,,,,,,,,,
17,pepper,milk,salmon,,,,,,,,,,,,,,,,,
90,grated cheese,cereals,,,,,,,,,,,,,,,,,,
51,tomatoes,milk,almonds,salmon,pancakes,carrots,salad,fresh bread,,,,,,,,,,,,
75,grated cheese,herb & pepper,ground beef,soup,almonds,french fries,cookies,,,,,,,,,,,,,
92,shrimp,tomatoes,,,,,,,,,,,,,,,,,,
99,milk,cake,,,,,,,,,,,,,,,,,,
84,turkey,spaghetti,milk,energy bar,french wine,eggs,eggplant,french fries,cookies,green tea,,,,,,,,,,
100,turkey,fresh tuna,tomatoes,pancakes,,,,,,,,,,,,,,,,
9,whole wheat rice,,,,,,,,,,,,,,,,,,,
22,ground beef,tomato sauce,spaghetti,milk,hot dogs,brownies,green tea,,,,,,,,,,,,,
79,salt,fresh bread,,,,,,,,,,,,,,,,,,
58,milk,green tea,,,,,,,,,,,,,,,,,,
8,burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea,,,,,,,,,,,,,
2,chocolate bread,yogurt cake,,,,,,,,,,,,,,,,,,
3,whole wheat rice,cake,rice,,,,,,,,,,,,,,,,,
22,shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea,,,,,,,,,,,,,
40,chicken,muffins,honey,yogurt cake,,,,,,,,,,,,,,,,
66,energy bar,black tea,eggs,chicken,champagne,light mayo,,,,,,,,,,,,,,
73,soup,olive oil,light mayo,zucchini,green tea,,,,,,,,,,,,,,,
27,muffins,gluten free bar,,,,,,,,,,,,,,,,,,
6,french wine,french fries,,,,,,,,,,,,,,,,,,
26,protein bar,tomato juice,,,,,,,,,,,,,,,,,,
1,chocolate,french fries,escalope,shampoo,,,,,,,,,,,,,,,,
96,french fries,energy drink,,,,,,,,,,,,,,,,,,
2,tomatoes,spaghetti,olive oil,oil,,,,,,,,,,,,,,,,
21,mineral water,meatballs,milk,,,,,,,,,,,,,,,,,
99,brownies,,,,,,,,,,,,,,,,,,,
40,burgers,spaghetti,avocado,green beans,,,,,,,,,,,,,,,,
83,energy bar,eggs,,,,,,,,,,,,,,,,,,
41,muffins,green grapes,hot dogs,,,,,,,,,,,,,,,,,
12,chocolate,almonds,champagne,frozen smoothie,,,,,,,,,,,,,,,,
87,energy bar,brownies,,,,,,,,,,,,,,,,,,
51,turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini,,,,,,,,,,,,,
45,protein bar,,,,,,,,,,,,,,,,,,,
32,burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil,low fat yogurt,,,,,,,,,,,,
93,chocolate,spaghetti,mineral water,chicken,tomato juice,,,,,,,,,,,,,,,
91,milk,escalope,shallot,strawberries,,,,,,,,,,,,,,,,
54,mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake,,,,,,,,,,,,,
35,milk,chocolate,,,,,,,,,,,,,,,,,,
82,olive oil,,,,,,,,,,,,,,,,,,,
11,mineral water,milk,french wine,eggs,chocolate,,,,,,,,,,,,,,,
77,mineral water,honey,,,,,,,,,,,,,,,,,,
84,shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries,,,,,,,,,,,,,
29,grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo,,,,,,,,,,,,,
32,energy bar,,,,,,,,,,,,,,,,,,,
31,butter,tomato juice,magazines,low fat yogurt,,,,,,,,,,,,,,,,
75,herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo,candy bars,,,,,,,,,,,,
99,spaghetti,,,,,,,,,,,,,,,,,,,
48,mineral water,milk,eggs,chocolate,,,,,,,,,,,,,,,,
48,turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste,,,,,,,,,,,,,,
34,milk,eggs,cake,french fries,,,,,,,,,,,,,,,,
9,cookies,,,,,,,,,,,,,,,,,,,
11,cookies,,,,,,,,,,,,,,,,,,,
68,spaghetti,milk,olive oil,low fat yogurt,,,,,,,,,,,,,,,,
48,turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo,,,,,,,,,,,,,
9,cookies,,,,,,,,,,,,,,,,,,,
74,grated cheese,tomato sauce,spaghetti,fromage blanc,body spray,,,,,,,,,,,,,,,
66,pancakes,energy drink,,,,,,,,,,,,,,,,,,
43,shrimp,frozen vegetables,frozen smoothie,,,,,,,,,,,,,,,,,
71,cider,eggs,whole wheat rice,french fries,,,,,,,,,,,,,,,,
34,mineral water,energy bar,chocolate,body spray,low fat yogurt,,,,,,,,,,,,,,,
36,mineral water,cake,,,,,,,,,,,,,,,,,,
71,mineral water,cake,,,,,,,,,,,,,,,,,,
28,tomato juice,,,,,,,,,,,,,,,,,,,
19,herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea,melons,,,,,,,,,,,,
30,ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne,fresh bread,,,,,,,,,,,,
80,herb & pepper,spaghetti,mineral water,eggs,,,,,,,,,,,,,,,,
89,tomatoes,mineral water,milk,,,,,,,,,,,,,,,,,
78,spaghetti,eggs,,,,,,,,,,,,,,,,,,
75,red wine,milk,eggs,chocolate bread,salt,white wine,,,,,,,,,,,,,,
34,eggs,yogurt cake,,,,,,,,,,,,,,,,,,
48,mint green tea,,,,,,,,,,,,,,,,,,,
52,cookies,,,,,,,,,,,,,,,,,,,
33,grated cheese,eggs,french fries,,,,,,,,,,,,,,,,,
25,grated cheese,energy bar,light cream,cooking oil,escalope,,,,,,,,,,,,,,,
71,frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs,chocolate,french fries,,,,,,,,,,,
51,mineral water,cereals,chocolate,fresh bread,,,,,,,,,,,,,,,,
2,energy bar,fromage blanc,,,,,,,,,,,,,,,,,,
44,tomatoes,eggs,chicken,chocolate bread,low fat yogurt,,,,,,,,,,,,,,,
46,tomatoes,ground beef,spaghetti,mineral water,milk,,,,,,,,,,,,,,,
72,turkey,burgers,ham,tomatoes,milk,eggs,chocolate,french fries,low fat yogurt,,,,,,,,,,,
93,burgers,tomatoes,chocolate,,,,,,,,,,,,,,,,,
73,cottage cheese,,,,,,,,,,,,,,,,,,,
97,chocolate,,,,,,,,,,,,,,,,,,,
89,herb & pepper,ground beef,spaghetti,olive oil,,,,,,,,,,,,,,,,
61,pancakes,salt,tomato juice,,,,,,,,,,,,,,,,,
99,oil,cooking oil,chocolate,mushroom cream sauce,brownies,,,,,,,,,,,,,,,
99,ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake,,,,,,,,,,,,,,
34,fromage blanc,eggs,french fries,,,,,,,,,,,,,,,,,
14,burgers,grated cheese,cider,salmon,cake,,,,,,,,,,,,,,,
1,shrimp,soup,,,,,,,,,,,,,,,,,,
83,salmon,,,,,,,,,,,,,,,,,,,
49,burgers,eggs,green tea,,,,,,,,,,,,,,,,,
91,cake,toothpaste,,,,,,,,,,,,,,,,,,
98,grated cheese,red wine,,,,,,,,,,,,,,,,,,
68,whole wheat pasta,spaghetti,mineral water,olive oil,,,,,,,,,,,,,,,,
45,mineral water,milk,olive oil,chicken,,,,,,,,,,,,,,,,
67,fresh tuna,eggs,,,,,,,,,,,,,,,,,,
48,yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo,,,,,,,,,,,,,,
15,yams,,,,,,,,,,,,,,,,,,,
21,eggs,cookies,,,,,,,,,,,,,,,,,,
99,mineral water,meatballs,pancakes,,,,,,,,,,,,,,,,,
97,mineral water,,,,,,,,,,,,,,,,,,,
43,burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice,blueberries,cooking oil,whole weat flour,hand protein bar,,,,,,,,,
61,honey,light cream,oil,chicken,green tea,chocolate,hot dogs,,,,,,,,,,,,,
10,eggs,chocolate,,,,,,,,,,,,,,,,,,
95,chocolate,,,,,,,,,,,,,,,,,,,
87,spaghetti,french fries,escalope,green tea,,,,,,,,,,,,,,,,
29,turkey,eggs,fresh bread,,,,,,,,,,,,,,,,,
71,turkey,eggs,bug spray,cookies,low fat yogurt,,,,,,,,,,,,,,,
38,turkey,chocolate,eggs,gums,champagne,green tea,,,,,,,,,,,,,,
83,eggs,cake,french fries,,,,,,,,,,,,,,,,,
14,burgers,green tea,chocolate,,,,,,,,,,,,,,,,,
29,whole wheat rice,chocolate,escalope,,,,,,,,,,,,,,,,,
96,butter,cooking oil,chocolate,french fries,,,,,,,,,,,,,,,,
75,tomatoes,milk,,,,,,,,,,,,,,,,,,
69,mineral water,green tea,,,,,,,,,,,,,,,,,,
31,fromage blanc,,,,,,,,,,,,,,,,,,,
64,red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil,zucchini,,,,,,,,,,,,
73,herb & pepper,ground beef,tomato sauce,soup,eggs,escalope,,,,,,,,,,,,,,
67,mineral water,whole wheat rice,escalope,,,,,,,,,,,,,,,,,
9,red wine,shrimp,spaghetti,mineral water,soup,milk,champagne,,,,,,,,,,,,,
100,rice,frozen smoothie,,,,,,,,,,,,,,,,,,
42,frozen vegetables,chocolate,whole wheat rice,,,,,,,,,,,,,,,,,
16,mineral water,chocolate,,,,,,,,,,,,,,,,,,
27,burgers,,,,,,,,,,,,,,,,,,,
9,eggs,french fries,energy drink,,,,,,,,,,,,,,,,,
11,almonds,eggs,cookies,,,,,,,,,,,,,,,,,
97,eggs,frozen smoothie,cottage cheese,low fat yogurt,,,,,,,,,,,,,,,,
86,burgers,,,,,,,,,,,,,,,,,,,
67,cake,frozen smoothie,,,,,,,,,,,,,,,,,,
35,eggs,french fries,,,,,,,,,,,,,,,,,,
62,grated cheese,herb & pepper,mineral water,flax seed,pancakes,frozen smoothie,sandwich,hot dogs,brownies,,,,,,,,,,,
72,spaghetti,butter,eggs,cake,chocolate,french fries,,,,,,,,,,,,,,
39,pancakes,french fries,,,,,,,,,,,,,,,,,,
